pt1_X,pt1_Y,pt1_Z,pt2_X,pt2_Y,pt2_Z,pt3_X,pt3_Y,pt3_Z,pt4_X,pt4_Y,pt4_Z,pt5_X,pt5_Y,pt5_Z,pt6_X,pt6_Y,pt6_Z,pt7_X,pt7_Y,pt7_Z,pt8_X,pt8_Y,pt8_Z,pt9_X,pt9_Y,pt9_Z,pt10_X,pt10_Y,pt10_Z,pt11_X,pt11_Y,pt11_Z,pt12_X,pt12_Y,pt12_Z,pt13_X,pt13_Y,pt13_Z,pt14_X,pt14_Y,pt14_Z,pt15_X,pt15_Y,pt15_Z,pt16_X,pt16_Y,pt16_Z,pt17_X,pt17_Y,pt17_Z,pt18_X,pt18_Y,pt18_Z,pt19_X,pt19_Y,pt19_Z,pt20_X,pt20_Y,pt20_Z,pt21_X,pt21_Y,pt21_Z,pt22_X,pt22_Y,pt22_Z,pt23_X,pt23_Y,pt23_Z,pt24_X,pt24_Y,pt24_Z,pt25_X,pt25_Y,pt25_Z,pt26_X,pt26_Y,pt26_Z,pt27_X,pt27_Y,pt27_Z,pt28_X,pt28_Y,pt28_Z,pt29_X,pt29_Y,pt29_Z,pt30_X,pt30_Y,pt30_Z,pt31_X,pt31_Y,pt31_Z,pt32_X,pt32_Y,pt32_Z,pt33_X,pt33_Y,pt33_Z,pt34_X,pt34_Y,pt34_Z,pt35_X,pt35_Y,pt35_Z,pt36_X,pt36_Y,pt36_Z,pt37_X,pt37_Y,pt37_Z
-22.176,10.18,23.481,-5.5647,8.2619,28.405,10.674,4.4657,31.219,-23.969,7.5084,16.678,-23.668,10.126,11.764,-29.6,5.8304,5.7632,-29.31,1.147,7.0418,-29.525,-0.10276,8.3582,-30.053,2.7126,4.884,-31.246,2.6222,5.0721,-32.482,2.065,4.9319,-30.525,4.6406,3.8742,-31.482,4.1375,3.4577,-32.965,4.9112,3.6478,-29.457,5.891,4.4702,-29.541,6.0611,2.018,-30.44,7.044,2.3298,-28.021,6.1354,4.4988,-27.125,5.9812,3.1979,-26.37,7.3765,2.3446,21.884,7.5384,33.504,13.981,6.6283,27.7,13.409,-0.51008,23.987,10.659,-0.53234,23.782,9.7698,0.21685,23.34,9.2984,2.1213,23.992,10.856,-1.3289,21.972,9.7473,-1.0732,21.083,9.6737,0.45194,20.59,12.036,-2.0773,21.23,11.238,-3.1797,20.509,12.745,-1.9569,18.738,13.914,-2.6363,22.691,15.165,-3.2643,21.457,16.701,-2.1487,22.089,14.73,-2.0402,25.902,15.932,-2.835,27.117
-22.374,10.234,23.443,-5.7318,8.3117,28.228,10.493,4.4665,31.145,-24.132,7.5602,16.521,-24.115,10.124,11.695,-30.306,5.7832,6.1365,-30.194,1.166,7.1995,-30.251,0.063134,7.8187,-31.097,2.8805,5.3423,-31.965,2.7583,5.3509,-33.267,2.2264,5.2419,-31.385,4.5483,4.4447,-32.178,4.1811,3.911,-33.701,4.979,3.9139,-30.031,5.6982,5.1865,-30.469,6.2021,1.9545,-31.211,7.09,2.2437,-28.703,6.1026,4.5748,-27.838,5.9174,3.3544,-27.305,7.2636,2.4347,21.837,7.571,33.651,13.953,6.6539,27.867,13.36,-0.47386,24.157,10.614,-0.49175,23.949,9.7267,0.25746,23.501,9.2593,2.1608,24.16,10.81,-1.2885,22.14,9.7029,-1.0319,21.251,9.6337,0.48638,20.77,11.987,-2.04,21.405,11.19,-3.1433,20.682,12.697,-1.9254,18.929,13.86,-2.597,22.873,15.106,-3.2278,21.643,16.643,-2.1201,22.278,14.675,-1.9999,26.087,15.871,-2.7915,27.3
-22.575,10.291,23.399,-5.9001,8.3405,28.131,10.305,4.4338,31.11,-24.454,7.4644,16.593,-24.456,10.067,11.447,-30.99,5.7203,6.4707,-31.003,1.1152,7.5763,-31.061,0.098976,8.3627,-31.737,2.843,5.5352,-32.739,2.7422,5.9003,-34.025,2.383,5.5314,-32.087,4.5671,5.0191,-32.81,4.2114,3.6237,-34.393,5.1026,4.0105,-30.877,5.5537,5.1653,-31.316,6.2924,1.959,-32.041,7.1636,2.8818,-29.361,6.0315,4.7419,-28.718,5.7212,3.4307,-28.035,6.9837,2.9383,21.789,7.6036,33.797,13.924,6.6794,28.034,13.311,-0.43764,24.328,10.57,-0.45115,24.115,9.6837,0.29808,23.663,9.2202,2.2003,24.328,10.763,-1.248,22.309,9.6584,-0.99063,21.418,9.5936,0.52082,20.951,11.937,-2.0026,21.58,11.142,-3.1069,20.855,12.649,-1.894,19.12,13.806,-2.5577,23.055,15.047,-3.1913,21.829,16.585,-2.0914,22.468,14.62,-1.9597,26.271,15.81,-2.7479,27.483
-22.782,10.331,23.374,-6.1144,8.3572,28.039,10.1,4.4249,31.096,-24.657,7.6391,16.424,-24.912,10.071,11.37,-31.592,5.8432,6.6809,-31.802,1.0497,8.0486,-31.848,0.12615,8.7631,-32.436,2.8284,5.5478,-33.304,2.8676,5.774,-34.472,2.4151,5.7517,-32.722,4.5867,4.9638,-33.619,3.902,3.4475,-35.056,5.1056,4.1092,-31.542,5.5136,5.401,-32.168,6.2272,2.7471,-32.731,7.164,3.0973,-30.101,5.8608,5.3182,-29.294,5.6175,3.8534,-28.663,6.9303,2.6696,21.742,7.6362,33.944,13.896,6.7049,28.201,13.263,-0.40143,24.498,10.526,-0.41056,24.282,9.6407,0.33869,23.824,9.1811,2.2397,24.496,10.717,-1.2076,22.477,9.614,-0.94935,21.586,9.5535,0.55526,21.131,11.887,-1.9653,21.755,11.093,-3.0705,21.029,12.6,-1.8625,19.312,13.751,-2.5184,23.238,14.987,-3.1548,22.015,16.527,-2.0628,22.657,14.565,-1.9194,26.456,15.749,-2.7043,27.666
-23.015,10.382,23.367,-6.2955,8.4098,27.903,9.8936,4.4504,31.052,-25.473,7.447,16.901,-25.387,10.072,11.319,-32.243,5.8143,6.8293,-31.99,1.2018,7.7048,-32.623,0.066354,9.5489,-33.09,2.9862,5.7983,-34.006,2.8289,6.2681,-35.092,2.5779,6.3465,-33.333,4.5553,4.537,-34.565,4.1538,3.5567,-35.7,5.0824,4.2769,-32.199,5.4135,5.7847,-32.865,6.1072,2.9137,-33.422,7.1643,3.3128,-30.681,5.7553,5.2744,-29.878,5.4965,4.0732,-29.348,6.7517,2.7101,21.695,7.6688,34.09,13.867,6.7305,28.367,13.214,-0.36521,24.669,10.481,-0.36997,24.448,9.5977,0.3793,23.985,9.142,2.2792,24.664,10.671,-1.1671,22.645,9.5695,-0.90807,21.753,9.5134,0.5897,21.311,11.838,-1.9279,21.93,11.045,-3.0341,21.202,12.552,-1.831,19.503,13.697,-2.4791,23.42,14.928,-3.1183,22.201,16.469,-2.0341,22.847,14.509,-1.8791,26.641,15.689,-2.6608,27.849
-23.249,10.425,23.396,-6.4609,8.4532,27.819,9.6877,4.486,30.983,-25.854,7.4219,16.992,-25.875,10.066,11.275,-32.885,5.7402,7.2379,-32.511,1.209,8.0233,-33.279,0.16789,9.646,-33.783,2.7258,6.2806,-34.632,2.7855,6.6259,-36.074,2.5054,8.2131,-34.009,4.4941,4.6744,-35.366,3.9273,4.0632,-36.345,5.0726,4.4432,-32.867,5.3236,6.1592,-33.696,5.9998,3.2055,-34.042,7.0587,3.8247,-31.336,5.7332,5.6167,-30.482,5.3256,4.3046,-30.099,6.6231,2.6557,21.647,7.7014,34.237,13.839,6.756,28.534,13.165,-0.32899,24.84,10.437,-0.32938,24.615,9.5547,0.41991,24.146,9.1029,2.3187,24.832,10.624,-1.1267,22.814,9.5251,-0.86679,21.921,9.4733,0.62414,21.492,11.788,-1.8905,22.105,10.997,-2.9977,21.375,12.503,-1.7996,19.694,13.643,-2.4398,23.602,14.868,-3.0818,22.388,16.411,-2.0055,23.036,14.454,-1.8388,26.825,15.628,-2.6172,28.032
-23.47,10.47,23.392,-6.6451,8.4773,27.725,9.4864,4.5075,30.92,-26.18,7.4574,17.039,-26.357,10.072,11.212,-33.505,5.61,7.6658,-33.049,1.2768,8.0594,-33.896,0.24227,10.182,-34.054,2.8549,7.102,-35.208,2.7277,6.9844,-36.622,2.3916,8.5473,-34.651,4.388,4.8533,-35.986,3.8931,4.4005,-36.768,5.1094,4.3929,-33.511,5.2186,6.5838,-34.227,5.8969,3.5372,-34.728,6.8976,4.5768,-32.08,5.4941,6.0186,-31.117,5.2003,4.458,-30.623,6.3685,3.0374,21.6,7.734,34.383,13.81,6.7815,28.701,13.117,-0.29277,25.01,10.393,-0.28879,24.781,9.5117,0.46053,24.307,9.0638,2.3582,25,10.578,-1.0862,22.982,9.4807,-0.82551,22.088,9.4333,0.65858,21.672,11.738,-1.8532,22.28,10.949,-2.9613,21.548,12.455,-1.7681,19.886,13.588,-2.4005,23.784,14.809,-3.0453,22.574,16.353,-1.9768,23.226,14.399,-1.7985,27.01,15.567,-2.5736,28.215
-23.662,10.523,23.369,-6.835,8.5022,27.596,9.315,4.5161,30.871,-26.421,7.5319,16.8,-26.816,10.048,11.206,-34.092,5.4774,7.9264,-33.683,1.2836,8.6255,-34.47,0.35171,10.688,-34.856,2.8704,7.7056,-35.789,2.6455,7.409,-37.163,2.3203,8.8704,-35.279,4.2863,5.1126,-36.481,3.8502,4.5955,-37.329,5.0218,4.6157,-34.143,5.2257,6.8963,-34.815,5.8982,3.5508,-35.202,6.9529,4.4562,-32.593,5.4339,6.2419,-31.605,4.9089,4.9235,-31.203,6.1376,3.3144,21.552,7.7667,34.529,13.782,6.807,28.868,13.068,-0.25655,25.181,10.348,-0.2482,24.948,9.4687,0.50114,24.469,9.0247,2.3977,25.168,10.531,-1.0458,23.15,9.4362,-0.78422,22.256,9.3932,0.69303,21.853,11.688,-1.8158,22.455,10.9,-2.925,21.722,12.406,-1.7366,20.077,13.534,-2.3612,23.966,14.75,-3.0088,22.76,16.295,-1.9481,23.415,14.344,-1.7582,27.195,15.506,-2.5301,28.398
-23.834,10.574,23.381,-6.9862,8.5535,27.481,9.123,4.5274,30.809,-26.764,7.6101,16.818,-27.242,9.9983,11.199,-34.578,5.3611,8.1772,-34.268,1.2529,9.3435,-34.91,0.23236,11.085,-35.546,2.7478,7.889,-36.34,2.5571,7.862,-37.665,2.2882,9.6653,-35.924,4.1299,5.3939,-37.109,3.7915,4.7423,-37.881,4.9129,4.8589,-34.618,5.0915,6.8083,-35.393,5.8174,3.7161,-35.731,6.7857,4.3862,-33.056,5.3516,6.5981,-32.235,4.7458,5.0434,-31.844,5.9937,3.3977,21.505,7.7993,34.676,13.753,6.8326,29.035,13.019,-0.22033,25.351,10.304,-0.20761,25.114,9.4256,0.54175,24.63,8.9856,2.4371,25.336,10.485,-1.0053,23.318,9.3918,-0.74294,22.423,9.3531,0.72747,22.033,11.639,-1.7785,22.631,10.852,-2.8886,21.895,12.358,-1.7052,20.268,13.48,-2.3219,24.148,14.69,-2.9723,22.946,16.237,-1.9195,23.605,14.289,-1.7179,27.38,15.445,-2.4865,28.581
-24.021,10.632,23.349,-7.1488,8.6155,27.356,8.9502,4.5252,30.763,-26.995,7.5618,16.793,-27.623,10.102,11.201,-35.029,5.2462,8.4092,-34.842,1.1032,9.7611,-35.475,0.33035,11.833,-35.873,2.6324,8.5163,-36.845,2.4716,8.194,-38.214,2.0794,10.624,-36.521,4.0262,5.6156,-37.657,3.7201,5.3176,-38.386,4.7906,5.0628,-35.223,4.9684,6.608,-36.039,5.6092,4.3235,-36.166,6.6701,4.5344,-33.555,5.2031,6.9233,-32.855,4.6945,5.1053,-32.238,5.5744,4.0015,21.458,7.8319,34.822,13.725,6.8581,29.202,12.971,-0.18412,25.522,10.26,-0.16702,25.28,9.3826,0.58237,24.791,8.9465,2.4766,25.504,10.439,-0.96487,23.487,9.3474,-0.70166,22.591,9.313,0.76191,22.213,11.589,-1.7411,22.806,10.804,-2.8522,22.068,12.309,-1.6737,20.46,13.425,-2.2826,24.331,14.631,-2.9358,23.132,16.179,-1.8908,23.794,14.233,-1.6776,27.564,15.384,-2.443,28.764
-24.207,10.679,23.321,-7.3099,8.6566,27.238,8.768,4.5691,30.706,-27.484,7.5658,16.959,-27.989,10.083,11.139,-35.511,5.1011,8.5873,-35.447,0.9634,10.538,-35.847,0.30066,12.077,-36.221,2.6203,8.2738,-37.415,2.1688,8.5847,-38.636,2.0955,11.183,-37.056,3.8947,5.9315,-38.095,3.6683,5.7374,-39.336,4.6557,6.2446,-35.89,4.7549,7.8285,-36.523,5.4572,4.4791,-36.776,6.4577,4.7928,-34.035,5.0235,6.7703,-33.29,4.3213,5.6089,-32.966,5.4625,3.9478,21.41,7.8645,34.969,13.696,6.8836,29.368,12.922,-0.1479,25.692,10.215,-0.12643,25.447,9.3396,0.62298,24.952,8.9074,2.5161,25.672,10.392,-0.92442,23.655,9.3029,-0.66038,22.758,9.2729,0.79635,22.394,11.539,-1.7038,22.981,10.755,-2.8158,22.241,12.261,-1.6423,20.651,13.371,-2.2433,24.513,14.571,-2.8993,23.318,16.121,-1.8622,23.984,14.178,-1.6374,27.749,15.323,-2.3994,28.947
-24.433,10.719,23.34,-7.4895,8.7139,27.116,8.5935,4.5749,30.66,-27.67,7.6911,16.842,-28.394,10.06,11.082,-35.905,5.036,8.6728,-35.83,0.89583,10.372,-36.206,0.3183,12.324,-36.634,2.4152,8.9011,-37.838,2.0705,8.8935,-39.021,2.0315,11.447,-37.538,3.7476,6.2868,-38.491,3.5664,6.0445,-39.84,4.5396,6.5849,-36.141,4.7373,7.1,-37.057,5.2698,4.8187,-37.268,6.2506,4.7739,-34.46,4.9164,6.7778,-33.708,4.1633,5.9541,-33.272,5.2354,4.3787,21.363,7.8971,35.115,13.668,6.9092,29.535,12.873,-0.11168,25.863,10.171,-0.085839,25.613,9.2966,0.66359,25.113,8.8683,2.5556,25.841,10.346,-0.88397,23.823,9.2585,-0.6191,22.926,9.2329,0.83079,22.574,11.49,-1.6664,23.156,10.707,-2.7794,22.415,12.212,-1.6108,20.842,13.316,-2.204,24.695,14.512,-2.8628,23.505,16.063,-1.8335,24.173,14.123,-1.5971,27.934,15.262,-2.3558,29.129
-24.661,10.751,23.36,-7.664,8.76,27.022,8.3861,4.5859,30.602,-27.95,7.6683,16.786,-28.822,9.9929,11.093,-36.3,4.9063,8.6981,-36.415,0.86056,11.358,-36.583,0.33091,12.732,-37.143,2.3701,9.3094,-38.24,1.9677,9.2049,-39.385,1.8182,11.907,-37.988,3.586,6.6442,-38.977,3.3839,6.6793,-40.279,4.392,6.7813,-36.515,4.6154,7.0454,-37.308,4.6526,5.4107,-37.75,6.0624,5.022,-34.889,4.7868,6.9503,-34.293,4.0126,5.8898,-33.75,5.0622,4.4539,21.315,7.9297,35.261,13.639,6.9347,29.702,12.825,-0.07546,26.033,10.126,-0.045248,25.78,9.2536,0.7042,25.274,8.8292,2.595,26.009,10.3,-0.84352,23.992,9.2141,-0.57782,23.093,9.1928,0.86523,22.754,11.44,-1.6291,23.331,10.659,-2.743,22.588,12.164,-1.5793,21.033,13.262,-2.1647,24.877,14.453,-2.8263,23.691,16.005,-1.8049,24.363,14.068,-1.5568,28.118,15.202,-2.3123,29.312
-24.84,10.807,23.341,-7.8255,8.7896,26.947,8.0905,4.5723,30.677,-28.149,7.6125,16.708,-29.232,9.9664,11.071,-36.688,4.7531,8.7894,-36.698,0.66392,11.373,-36.805,0.21243,13.023,-37.545,2.2443,9.6044,-38.621,1.8945,9.8685,-39.509,2.0856,11.92,-38.442,3.4081,7.026,-39.341,3.2766,6.8533,-40.587,4.257,8.2508,-36.935,4.419,7.1803,-37.733,4.4845,5.6841,-38.045,5.9458,4.8369,-35.296,4.6366,7.1799,-34.511,3.8693,6.2267,-34.152,5.0016,4.4471,21.268,7.9623,35.408,13.611,6.9602,29.869,12.776,-0.039241,26.204,10.082,-0.0046578,25.946,9.2106,0.74482,25.436,8.7901,2.6345,26.177,10.253,-0.80308,24.16,9.1696,-0.53654,23.261,9.1527,0.89967,22.935,11.39,-1.5917,23.506,10.611,-2.7066,22.761,12.115,-1.5479,21.225,13.208,-2.1254,25.059,14.393,-2.7898,23.877,15.947,-1.7762,24.552,14.012,-1.5165,28.303,15.141,-2.2687,29.495
-25.003,10.854,23.35,-7.9762,8.8368,26.842,7.9525,4.6765,30.499,-28.652,7.6496,17.111,-29.625,9.9298,11.084,-37.136,4.5071,9.1344,-37.128,0.49815,11.746,-37.11,0.20295,13.57,-37.849,2.1064,10.003,-38.97,1.8001,10.454,-39.967,1.935,11.87,-38.856,3.2414,7.2921,-39.737,3.1239,7.2712,-40.832,4.0433,8.8149,-37.311,4.2408,7.3361,-38.068,4.3078,5.5642,-38.44,5.6887,5.0732,-35.68,4.4669,7.4021,-34.834,3.5472,6.5142,-34.444,4.7296,4.7288,21.22,7.9949,35.554,13.582,6.9857,30.036,12.727,-0.0030228,26.374,10.038,0.035933,26.113,9.1676,0.78543,25.597,8.751,2.674,26.345,10.207,-0.76263,24.328,9.1252,-0.49525,23.428,9.1126,0.93411,23.115,11.34,-1.5544,23.681,10.562,-2.6703,22.935,12.067,-1.5164,21.416,13.153,-2.0861,25.242,14.334,-2.7533,24.063,15.889,-1.7475,24.742,13.957,-1.4762,28.488,15.08,-2.2251,29.678
-25.191,10.899,23.332,-8.1104,8.9004,26.723,7.8075,4.7323,30.376,-28.681,7.7522,16.961,-29.987,9.8644,11.085,-37.102,4.6917,9.1171,-37.527,0.34449,12.092,-37.322,0.23999,13.345,-38.107,1.7816,10.75,-39.253,1.6825,10.448,-40.336,1.5836,12.722,-39.252,3.0328,7.593,-40.034,3.0013,7.3945,-41.172,3.8775,9.0394,-37.702,4.0312,7.5491,-38.127,3.7229,6.5222,-38.767,5.4331,5.2999,-35.923,4.4013,7.2326,-35.049,3.1389,6.9293,-34.742,4.3839,5.0051,21.173,8.0275,35.701,13.554,7.0113,30.203,12.679,0.033196,26.545,9.9935,0.076523,26.279,9.1245,0.82604,25.758,8.7119,2.7135,26.513,10.16,-0.72218,24.497,9.0808,-0.45397,23.596,9.0725,0.96855,23.296,11.291,-1.517,23.856,10.514,-2.6339,23.108,12.018,-1.4849,21.607,13.099,-2.0468,25.424,14.275,-2.7168,24.249,15.831,-1.7189,24.931,13.902,-1.4359,28.672,15.019,-2.1816,29.861
-25.414,10.941,23.361,-8.3138,8.9624,26.581,7.639,4.7254,30.316,-29.142,7.6006,17.198,-30.306,9.7828,11.111,-37.506,4.4102,9.6483,-37.974,0.20172,12.59,-37.681,0.26724,13.846,-38.35,1.781,10.909,-39.735,1.4023,11.15,-40.635,1.5092,13.054,-39.598,2.8785,7.8187,-40.338,2.9215,7.6485,-41.507,3.7803,9.0574,-37.87,4.0946,7.5968,-38.406,3.5629,7.0018,-39.009,5.2416,5.3052,-36.23,4.2915,7.3703,-35.412,3.0906,6.8061,-35.004,4.2396,5.1327,21.126,8.0601,35.847,13.525,7.0368,30.37,12.63,0.069414,26.716,9.9491,0.11711,26.446,9.0815,0.86665,25.919,8.6728,2.7529,26.681,10.114,-0.68173,24.665,9.0363,-0.41269,23.763,9.0325,1.003,23.476,11.241,-1.4797,24.031,10.466,-2.5975,23.281,11.97,-1.4535,21.799,13.045,-2.0076,25.606,14.215,-2.6803,24.435,15.773,-1.6902,25.121,13.847,-1.3956,28.857,14.958,-2.138,30.044
-25.638,10.993,23.375,-8.4987,8.9789,26.526,7.4618,4.7309,30.281,-29.554,7.1778,17.617,-30.615,9.696,11.112,-37.778,4.2534,9.6088,-38.171,0.24592,12.685,-37.639,0.24572,13.628,-38.652,1.4974,11.549,-39.854,1.368,10.47,-40.853,1.557,12.825,-39.89,2.7344,7.9983,-40.564,2.8149,7.4545,-41.792,3.6474,9.117,-38.168,3.9478,7.4107,-38.727,3.2764,6.7393,-39.285,5.0164,5.4867,-36.499,3.9928,7.6711,-35.448,3.0055,7.1056,-35.163,4.0188,5.3891,21.078,8.0927,35.994,13.497,7.0623,30.536,12.581,0.10563,26.886,9.9048,0.1577,26.612,9.0385,0.90727,26.08,8.6337,2.7924,26.849,10.068,-0.64128,24.833,8.9919,-0.37141,23.931,8.9924,1.0374,23.656,11.191,-1.4423,24.206,10.417,-2.5611,23.454,11.921,-1.422,21.99,12.99,-1.9683,25.788,14.156,-2.6438,24.622,15.715,-1.6616,25.31,13.791,-1.3554,29.042,14.897,-2.0944,30.227
-25.791,11.029,23.397,-8.6623,9.0256,26.448,7.2632,4.7887,30.242,-29.697,7.3159,17.569,-30.919,9.6251,11.083,-38.019,4.1629,9.7543,-38.252,0.14128,12.517,-37.885,0.086904,13.821,-38.878,1.4771,11.681,-40.227,1.2125,10.871,-41.172,1.5765,12.857,-40.066,2.7082,8.0207,-40.846,2.5964,7.9478,-42.055,3.5215,9.2089,-38.435,3.8045,7.2451,-38.945,3.1576,6.5324,-39.506,4.8508,5.6655,-36.746,3.8524,7.8546,-35.781,2.7121,7.1717,-35.317,3.7351,5.6107,21.031,8.1253,36.14,13.468,7.0879,30.703,12.533,0.14185,27.057,9.8604,0.1983,26.779,8.9955,0.94788,26.242,8.5946,2.8319,27.017,10.021,-0.60084,25.002,8.9474,-0.33013,24.098,8.9523,1.0719,23.837,11.142,-1.405,24.381,10.369,-2.5247,23.628,11.873,-1.3906,22.181,12.936,-1.929,25.97,14.096,-2.6073,24.808,15.657,-1.6329,25.5,13.736,-1.3151,29.227,14.836,-2.0509,30.41
-25.971,11.086,23.375,-8.8318,9.0748,26.357,6.9857,4.7612,30.238,-29.876,7.3818,17.352,-31.199,9.5493,11.071,-38.261,4.0502,9.7523,-38.366,0.10561,12.613,-38.146,0.041749,14.072,-39.446,1.5972,11.528,-40.49,1.002,11.292,-41.311,1.5056,13.301,-40.243,2.6362,8.0261,-41.034,2.4675,7.7057,-42.306,3.4005,9.3088,-38.684,3.6548,7.2137,-39.193,3.0258,6.6645,-39.696,4.6371,5.9157,-36.997,3.7336,7.9193,-35.954,2.6113,7.2804,-35.363,3.6721,5.7518,20.983,8.158,36.286,13.44,7.1134,30.87,12.484,0.17807,27.227,9.8161,0.23889,26.945,8.9525,0.98849,26.403,8.5555,2.8714,27.185,9.9749,-0.56039,25.17,8.903,-0.28885,24.266,8.9122,1.1063,24.017,11.092,-1.3676,24.557,10.321,-2.4883,23.801,11.824,-1.3591,22.373,12.882,-1.8897,26.153,14.037,-2.5708,24.994,15.599,-1.6043,25.689,13.681,-1.2748,29.411,14.776,-2.0073,30.593
-26.152,11.134,23.35,-8.9826,9.129,26.248,6.8074,4.8041,30.131,-30.201,7.4638,17.368,-31.457,9.4608,11.052,-38.501,3.8976,9.7431,-38.488,0.039042,12.703,-38.396,-0.025043,14.278,-39.687,1.5379,11.479,-40.85,0.95207,11.376,-41.619,1.5491,13.384,-40.457,2.5612,8.0856,-41.317,2.3839,7.905,-42.54,3.2837,9.4118,-38.909,3.5086,7.2271,-39.383,2.9502,6.6953,-39.869,4.4598,6.0529,-37.223,3.6175,7.9449,-36.172,2.4358,7.3907,-35.606,3.5569,5.6525,20.936,8.1906,36.433,13.411,7.1389,31.037,12.435,0.21429,27.398,9.7718,0.27948,27.111,8.9095,1.0291,26.564,8.5164,2.9109,27.353,9.9285,-0.51994,25.338,8.8586,-0.24757,24.433,8.8722,1.1407,24.197,11.042,-1.3303,24.732,10.273,-2.4519,23.974,11.776,-1.3276,22.564,12.827,-1.8504,26.335,13.978,-2.5343,25.18,15.541,-1.5756,25.879,13.626,-1.2345,29.596,14.715,-1.9637,30.776
-26.322,11.179,23.34,-9.169,9.1817,26.138,6.6149,4.8531,30.071,-30.487,7.4983,17.417,-31.527,9.2795,11.187,-38.745,3.7324,9.8052,-38.601,0.097622,12.611,-38.641,-0.083448,14.476,-39.673,1.5272,11.328,-41.106,0.79439,11.457,-41.894,1.6279,13.059,-40.66,2.4856,8.2298,-41.549,2.2906,7.9791,-42.758,3.1605,9.5647,-39.107,3.3828,7.3142,-39.509,2.9189,6.5535,-40.002,4.325,6.1119,-37.435,3.493,8.0185,-36.304,2.2798,7.4811,-35.673,3.3764,5.8162,20.889,8.2232,36.579,13.383,7.1645,31.204,12.387,0.25051,27.568,9.7274,0.32007,27.278,8.8665,1.0697,26.725,8.4773,2.9503,27.521,9.8821,-0.47949,25.507,8.8141,-0.20629,24.601,8.8321,1.1752,24.378,10.993,-1.2929,24.907,10.224,-2.4155,24.147,11.728,-1.2962,22.755,12.773,-1.8111,26.517,13.918,-2.4978,25.366,15.483,-1.5469,26.068,13.57,-1.1942,29.781,14.654,-1.9202,30.959
-26.516,11.216,23.401,-9.3436,9.2202,26.053,6.4209,4.8472,30.046,-30.495,7.7082,17.173,-31.783,9.1811,11.163,-38.968,3.5802,9.8694,-38.727,0.029224,12.803,-38.904,-0.15153,14.693,-40.234,1.546,10.912,-41.275,0.77844,11.807,-42.169,1.7067,12.734,-40.836,2.3966,8.2701,-41.719,2.1836,8.0226,-42.962,3.0559,9.7454,-39.284,3.269,7.2399,-39.657,2.8184,6.6036,-40.123,4.1908,6.1766,-37.624,3.3789,8.0374,-36.51,2.1791,7.4164,-35.666,3.0847,6.146,20.841,8.2558,36.726,13.354,7.19,31.371,12.338,0.28673,27.739,9.6831,0.36066,27.444,8.8234,1.1103,26.886,8.4382,2.9898,27.689,9.8357,-0.43904,25.675,8.7697,-0.165,24.768,8.792,1.2096,24.558,10.943,-1.2555,25.082,10.176,-2.3792,24.321,11.679,-1.2647,22.946,12.719,-1.7718,26.699,13.859,-2.4612,25.552,15.425,-1.5183,26.258,13.515,-1.1539,29.965,14.593,-1.8766,31.142
-26.733,11.264,23.431,-9.4968,9.2693,25.986,6.2418,4.8922,29.972,-30.719,7.7163,17.163,-31.983,9.1003,11.124,-39.048,3.5512,9.7496,-38.858,0.1759,12.44,-39.143,-0.12368,14.627,-40.347,1.6302,11.051,-41.617,0.62724,11.748,-42.445,1.7855,12.41,-40.983,2.3061,8.3267,-41.859,2.0512,8.0663,-43.14,2.9457,9.9419,-39.262,3.1125,8.0486,-39.594,2.4186,6.7863,-40.15,4.1112,5.8151,-37.79,3.2631,8.0613,-36.574,2.1012,7.505,-35.681,2.9488,6.33,20.794,8.2884,36.872,13.326,7.2155,31.537,12.289,0.32294,27.909,9.6387,0.40125,27.611,8.7804,1.1509,27.048,8.3991,3.0293,27.857,9.7893,-0.3986,25.843,8.7253,-0.12372,24.936,8.7519,1.2441,24.739,10.893,-1.2182,25.257,10.128,-2.3428,24.494,11.631,-1.2333,23.138,12.664,-1.7325,26.881,13.799,-2.4247,25.739,15.367,-1.4896,26.447,13.46,-1.1136,30.15,14.532,-1.833,31.325
-26.907,11.312,23.429,-9.6532,9.3206,25.892,6.0704,4.9482,29.904,-30.933,7.7528,17.131,-32.181,9.0027,11.055,-39.212,3.4895,9.7042,-39.016,0.17682,12.576,-39.344,-0.1606,14.611,-40.379,1.5532,11.108,-41.864,0.47809,11.659,-42.72,1.8643,12.085,-41.112,2.2413,8.3407,-41.984,1.9366,7.9816,-43.184,2.9239,9.314,-39.429,2.9962,8.2027,-39.678,2.2508,6.8564,-40.193,4.0115,5.7196,-37.605,2.8581,8.8002,-36.802,1.9607,7.4228,-35.772,2.7845,6.4174,20.746,8.321,37.018,13.297,7.241,31.704,12.241,0.35916,28.08,9.5944,0.44184,27.777,8.7374,1.1916,27.209,8.36,3.0688,28.026,9.7429,-0.35815,26.012,8.6808,-0.082441,25.103,8.7118,1.2785,24.919,10.843,-1.1808,25.432,10.079,-2.3064,24.667,11.582,-1.2018,23.329,12.61,-1.6932,27.063,13.74,-2.3882,25.925,15.309,-1.461,26.637,13.405,-1.0733,30.335,14.471,-1.7895,31.508
